DEG;Gene;Overlap sperm ATAC;GRE in gene;gene body motifs connected to GR
DEA;1;1;0;1
DEA;2;1;0;1
DEA;3;1;0;1
DEA;4;1;0;1
DEA;5;1;0;1
DEA;6;1;0;1
DEA;7;1;0;1
