"ID" "name" "Binom_Genome_Fraction" "Binom_Expected" "Binom_Observed_Region_Hits" "Binom_Fold_Enrichment" "Binom_Region_Set_Coverage" "Binom_Raw_PValue" "Binom_Adjp_BH" "Hyper_Total_Genes" "Hyper_Expected" "Hyper_Observed_Gene_Hits" "Hyper_Fold_Enrichment" "Hyper_Gene_Set_Coverage" "Hyper_Term_Gene_Coverage" "Hyper_Raw_PValue" "Hyper_Adjp_BH"
"525" "GO:0006978" "DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator" 0.000794976 0.08585741 1 11.64722 0.009259259 0.08230626 1 14 0.1256368 1 7.959449 0.005208333 0.07142857 0.1185989 1
"526" "GO:0060978" "angiogenesis involved in coronary vascular morphogenesis" 0.0007951864 0.08588013 1 11.64414 0.009259259 0.08232712 1 5 0.0448703 1 22.28646 0.005208333 0.2 0.0440762 1
"527" "GO:0048747" "muscle fiber development" 0.004408076 0.4760722 2 4.201044 0.01851852 0.08269287 1 51 0.457677 2 4.369894 0.01041667 0.03921569 0.07674869 1
"528" "GO:0042772" "DNA damage response, signal transduction resulting in transcription" 0.0008009163 0.08649896 1 11.56083 0.009259259 0.08289528 1 15 0.1346109 1 7.428819 0.005208333 0.06666667 0.1265138 1
"529" "GO:0051172" "negative regulation of nitrogen compound metabolic process" 0.1506163 16.26656 22 1.352468 0.2037037 0.08335955 1 1622 14.55592 22 1.511412 0.1145833 0.0135635 0.03424243 1
"530" "GO:1903845" "negative regulation of cellular response to transforming growth factor beta stimulus" 0.004429503 0.4783863 2 4.180722 0.01851852 0.08337709 1 57 0.5115214 2 3.909905 0.01041667 0.03508772 0.09283375 1
"531" "GO:0035435" "phosphate ion transmembrane transport" 0.0008072916 0.08718749 1 11.46953 0.009259259 0.08352703 1 17 0.152559 1 6.554841 0.005208333 0.05882353 0.1421322 1
"532" "GO:0033043" "regulation of organelle organization" 0.08666784 9.360127 14 1.495706 0.1296296 0.08381906 1 1054 9.458659 14 1.480125 0.07291667 0.01328273 0.0929303 1
"533" "GO:0051649" "establishment of localization in cell" 0.09446673 10.20241 15 1.470241 0.1388889 0.08384613 1 1226 11.0022 15 1.363364 0.078125 0.01223491 0.1386263 1
"534" "GO:0044419" "interspecies interaction between organisms" 0.0152507 1.647075 4 2.428547 0.03703704 0.08393718 1 233 2.090956 4 1.913001 0.02083333 0.01716738 0.1579249 1
"535" "GO:0035721" "intraciliary retrograde transport" 0.0008128545 0.08778829 1 11.39104 0.009259259 0.08407792 1 12 0.1076887 1 9.286024 0.005208333 0.08333333 0.1025544 1
"536" "GO:0001765" "membrane raft assembly" 0.0008154048 0.08806372 1 11.35541 0.009259259 0.08433037 1 11 0.09871465 1 10.13021 0.005208333 0.09090909 0.09442352 1
"537" "GO:0070193" "synaptonemal complex organization" 0.0008178407 0.08832679 1 11.32159 0.009259259 0.08457142 1 25 0.2243515 1 4.457292 0.005208333 0.04 0.201876 1
"538" "GO:0043416" "regulation of skeletal muscle tissue regeneration" 0.0008191766 0.08847107 1 11.30313 0.009259259 0.0847036 1 8 0.07179247 1 13.92904 0.005208333 0.125 0.06958858 1
"539" "GO:0019538" "protein metabolic process" 0.2695062 29.10667 36 1.23683 0.3333333 0.08482 1 3734 33.50914 40 1.193704 0.2083333 0.01071237 0.12733 1
"540" "GO:1901409" "positive regulation of phosphorylation of RNA polymerase II C-terminal domain" 0.0008220884 0.08878554 1 11.26309 0.009259259 0.08499162 1 9 0.08076653 1 12.38137 0.005208333 0.1111111 0.07794127 1
"541" "GO:0031394" "positive regulation of prostaglandin biosynthetic process" 0.0008224272 0.08882214 1 11.25845 0.009259259 0.08502513 1 4 0.03589624 1 27.85807 0.005208333 0.25 0.03541837 1
"542" "GO:0009913" "epidermal cell differentiation" 0.0153225 1.65483 4 2.417167 0.03703704 0.0850449 1 166 1.489694 4 2.685115 0.02083333 0.02409639 0.06277802 1
"543" "GO:0006921" "cellular component disassembly involved in execution phase of apoptosis" 0.0008231649 0.0889018 1 11.24837 0.009259259 0.08509808 1 18 0.1615331 1 6.190683 0.005208333 0.05555556 0.1498369 1
"544" "GO:0043628" "ncRNA 3'-end processing" 0.0008240321 0.08899546 1 11.23653 0.009259259 0.08518384 1 24 0.2153774 1 4.643012 0.005208333 0.04166667 0.1946405 1
"545" "GO:0030239" "myofibril assembly" 0.004490511 0.4849751 2 4.123923 0.01851852 0.08533481 1 58 0.5204954 2 3.842493 0.01041667 0.03448276 0.09560298 1
"546" "GO:0044237" "cellular metabolic process" 0.5035851 54.38719 62 1.139974 0.5740741 0.0853409 1 7645 68.60668 79 1.151491 0.4114583 0.01033355 0.06824842 1
"547" "GO:0051146" "striated muscle cell differentiation" 0.02159777 2.33256 5 2.143568 0.0462963 0.08541507 1 201 1.803786 5 2.771948 0.02604167 0.02487562 0.03521812 1
"548" "GO:0070474" "positive regulation of uterine smooth muscle contraction" 0.0008264653 0.08925825 1 11.20345 0.009259259 0.08542441 1 7 0.06281842 1 15.9189 0.005208333 0.1428571 0.06116062 1
"549" "GO:0010883" "regulation of lipid storage" 0.004496773 0.4856515 2 4.118179 0.01851852 0.08553657 1 50 0.448703 2 4.457292 0.01041667 0.04 0.07416261 1
"550" "GO:0048518" "positive regulation of biological process" 0.4300224 46.44242 54 1.16273 0.5 0.08554188 1 5281 47.39201 60 1.266036 0.3125 0.01136148 0.02287614 1
"551" "GO:0090244" "Wnt signaling pathway involved in somitogenesis" 0.0008281431 0.08943945 1 11.18075 0.009259259 0.08559025 1 4 0.03589624 1 27.85807 0.005208333 0.25 0.03541837 1
"552" "GO:0061024" "membrane organization" 0.06405608 6.918057 11 1.590042 0.1018519 0.08581451 1 755 6.775415 11 1.623517 0.05729167 0.01456954 0.07871239 1
"553" "GO:0006888" "ER to Golgi vesicle-mediated transport" 0.004516056 0.4877341 2 4.100595 0.01851852 0.08615871 1 81 0.7268988 2 2.751415 0.01041667 0.02469136 0.1645811 1
"554" "GO:0030836" "positive regulation of actin filament depolymerization" 0.0008374064 0.09043989 1 11.05707 0.009259259 0.08650537 1 12 0.1076887 1 9.286024 0.005208333 0.08333333 0.1025544 1
"555" "GO:0042538" "hyperosmotic salinity response" 0.0008404107 0.09076435 1 11.01754 0.009259259 0.08680196 1 10 0.08974059 1 11.14323 0.005208333 0.1 0.08621936 1
"556" "GO:0071218" "cellular response to misfolded protein" 0.000842079 0.09094454 1 10.99571 0.009259259 0.08696663 1 22 0.1974293 1 5.065104 0.005208333 0.04545455 0.1799733 1
"557" "GO:0001738" "morphogenesis of a polarized epithelium" 0.004544964 0.4908561 2 4.074514 0.01851852 0.08709396 1 43 0.3858846 2 5.182897 0.01041667 0.04651163 0.05691257 1
"558" "GO:0006901" "vesicle coating" 0.0008447366 0.09123155 1 10.96112 0.009259259 0.08722887 1 10 0.08974059 1 11.14323 0.005208333 0.1 0.08621936 1
"559" "GO:0014866" "skeletal myofibril assembly" 0.0008534062 0.09216786 1 10.84977 0.009259259 0.08808383 1 8 0.07179247 1 13.92904 0.005208333 0.125 0.06958858 1
"560" "GO:0034331" "cell junction maintenance" 0.000853558 0.09218426 1 10.84784 0.009259259 0.0880988 1 15 0.1346109 1 7.428819 0.005208333 0.06666667 0.1265138 1
"561" "GO:0080111" "DNA demethylation" 0.000854063 0.0922388 1 10.84142 0.009259259 0.08814858 1 13 0.1166628 1 8.571715 0.005208333 0.07692308 0.1106126 1
"562" "GO:0071655" "regulation of granulocyte colony-stimulating factor production" 0.0008560769 0.09245631 1 10.81592 0.009259259 0.08834706 1 3 0.02692218 1 37.1441 0.005208333 0.3333333 0.02668254 1
"563" "GO:0006090" "pyruvate metabolic process" 0.00458429 0.4951034 2 4.03956 0.01851852 0.08837124 1 64 0.5743398 2 3.482259 0.01041667 0.03125 0.1126897 1
"564" "GO:0032365" "intracellular lipid transport" 0.00085656 0.09250848 1 10.80982 0.009259259 0.08839466 1 13 0.1166628 1 8.571715 0.005208333 0.07692308 0.1106126 1
"565" "GO:0050710" "negative regulation of cytokine secretion" 0.004594293 0.4961836 2 4.030766 0.01851852 0.088697 1 54 0.4845992 2 4.127122 0.01041667 0.03703704 0.08467354 1
"566" "GO:0006002" "fructose 6-phosphate metabolic process" 0.0008625127 0.09315138 1 10.73521 0.009259259 0.08898104 1 10 0.08974059 1 11.14323 0.005208333 0.1 0.08621936 1
"567" "GO:0061732" "mitochondrial acetyl-CoA biosynthetic process from pyruvate" 0.000862992 0.09320314 1 10.72925 0.009259259 0.08902824 1 8 0.07179247 1 13.92904 0.005208333 0.125 0.06958858 1
"568" "GO:0000303" "response to superoxide" 0.0008645841 0.09337508 1 10.7095 0.009259259 0.08918499 1 18 0.1615331 1 6.190683 0.005208333 0.05555556 0.1498369 1
"569" "GO:0051017" "actin filament bundle assembly" 0.004618969 0.4988487 2 4.009232 0.01851852 0.08950222 1 50 0.448703 2 4.457292 0.01041667 0.04 0.07416261 1
"570" "GO:1905268" "negative regulation of chromatin organization" 0.004629898 0.500029 2 3.999768 0.01851852 0.08985954 1 52 0.4666511 2 4.285857 0.01041667 0.03846154 0.079363 1
"571" "GO:0071695" "anatomical structure maturation" 0.004633686 0.5004381 2 3.996498 0.01851852 0.0899835 1 41 0.3679364 2 5.435722 0.01041667 0.04878049 0.05228096 1
"572" "GO:0051775" "response to redox state" 0.0008742399 0.0944179 1 10.59121 0.009259259 0.09013514 1 10 0.08974059 1 11.14323 0.005208333 0.1 0.08621936 1
"573" "GO:0070989" "oxidative demethylation" 0.0008760155 0.09460967 1 10.56974 0.009259259 0.09030976 1 10 0.08974059 1 11.14323 0.005208333 0.1 0.08621936 1
"574" "GO:0043981" "histone H4-K5 acetylation" 0.0008782897 0.09485528 1 10.54238 0.009259259 0.09053336 1 15 0.1346109 1 7.428819 0.005208333 0.06666667 0.1265138 1
"575" "GO:0043982" "histone H4-K8 acetylation" 0.0008782897 0.09485528 1 10.54238 0.009259259 0.09053336 1 15 0.1346109 1 7.428819 0.005208333 0.06666667 0.1265138 1
"576" "GO:0071688" "striated muscle myosin thick filament assembly" 0.0008792717 0.09496134 1 10.5306 0.009259259 0.0906299 1 11 0.09871465 1 10.13021 0.005208333 0.09090909 0.09442352 1
"577" "GO:0051584" "regulation of dopamine uptake involved in synaptic transmission" 0.0008798009 0.09501849 1 10.52427 0.009259259 0.09068191 1 6 0.05384436 1 18.57205 0.005208333 0.1666667 0.05265672 1
"578" "GO:0001955" "blood vessel maturation" 0.0008811036 0.09515919 1 10.50871 0.009259259 0.09080995 1 7 0.06281842 1 15.9189 0.005208333 0.1428571 0.06116062 1
"579" "GO:0051788" "response to misfolded protein" 0.0008831104 0.09537592 1 10.48483 0.009259259 0.09100716 1 25 0.2243515 1 4.457292 0.005208333 0.04 0.201876 1
"580" "GO:1901407" "regulation of phosphorylation of RNA polymerase II C-terminal domain" 0.0008852671 0.09560884 1 10.45928 0.009259259 0.09121905 1 11 0.09871465 1 10.13021 0.005208333 0.09090909 0.09442352 1
"581" "GO:0032446" "protein modification by small protein conjugation" 0.04992275 5.391657 9 1.669246 0.08333333 0.09127063 1 666 5.976724 9 1.505842 0.046875 0.01351351 0.1461187 1
"582" "GO:2000779" "regulation of double-strand break repair" 0.004678853 0.5053161 2 3.957918 0.01851852 0.09146537 1 52 0.4666511 2 4.285857 0.01041667 0.03846154 0.079363 1
"583" "GO:0003382" "epithelial cell morphogenesis" 0.004681418 0.5055931 2 3.95575 0.01851852 0.09154973 1 40 0.3589624 2 5.571615 0.01041667 0.05 0.05001864 1
"584" "GO:0006336" "DNA replication-independent nucleosome assembly" 0.0008919495 0.09633055 1 10.38092 0.009259259 0.09187526 1 30 0.2692218 1 3.71441 0.005208333 0.03333333 0.2370947 1
"585" "GO:0002262" "myeloid cell homeostasis" 0.009873842 1.066375 3 2.813269 0.02777778 0.09199571 1 114 1.023043 3 2.932429 0.015625 0.02631579 0.08326217 1
"586" "GO:0071803" "positive regulation of podosome assembly" 0.0008942566 0.09657971 1 10.35414 0.009259259 0.09210171 1 12 0.1076887 1 9.286024 0.005208333 0.08333333 0.1025544 1
"587" "GO:0060059" "embryonic retina morphogenesis in camera-type eye" 0.0008972442 0.09690238 1 10.31966 0.009259259 0.09239487 1 8 0.07179247 1 13.92904 0.005208333 0.125 0.06958858 1
"588" "GO:0097320" "plasma membrane tubulation" 0.000901841 0.09739882 1 10.26706 0.009259259 0.09284574 1 11 0.09871465 1 10.13021 0.005208333 0.09090909 0.09442352 1
"589" "GO:0034030" "ribonucleoside bisphosphate biosynthetic process" 0.0009032782 0.09755404 1 10.25073 0.009259259 0.09298667 1 12 0.1076887 1 9.286024 0.005208333 0.08333333 0.1025544 1
"590" "GO:0034033" "purine nucleoside bisphosphate biosynthetic process" 0.0009032782 0.09755404 1 10.25073 0.009259259 0.09298667 1 12 0.1076887 1 9.286024 0.005208333 0.08333333 0.1025544 1
"591" "GO:0048523" "negative regulation of cellular process" 0.3689604 39.84773 47 1.17949 0.4351852 0.09324545 1 4473 40.14097 49 1.220698 0.2552083 0.01095462 0.07051343 1
"592" "GO:0006352" "DNA-templated transcription, initiation" 0.004737673 0.5116687 2 3.908779 0.01851852 0.09340596 1 78 0.6999766 2 2.857238 0.01041667 0.02564103 0.1551251 1
"593" "GO:0001910" "regulation of leukocyte mediated cytotoxicity" 0.004743933 0.5123447 2 3.903622 0.01851852 0.09361319 1 61 0.5474176 2 3.653518 0.01041667 0.03278689 0.1040491 1
"594" "GO:0006360" "transcription from RNA polymerase I promoter" 0.0009111768 0.0984071 1 10.16187 0.009259259 0.09376077 1 25 0.2243515 1 4.457292 0.005208333 0.04 0.201876 1
"595" "GO:0006355" "regulation of transcription, DNA-templated" 0.2806759 30.313 37 1.220599 0.3425926 0.09428034 1 3476 31.19383 38 1.21819 0.1979167 0.01093211 0.1094427 1
"596" "GO:2000242" "negative regulation of reproductive process" 0.004764443 0.5145599 2 3.886817 0.01851852 0.09429314 1 59 0.5294695 2 3.777366 0.01041667 0.03389831 0.09839571 1
"597" "GO:0002697" "regulation of immune effector process" 0.02227361 2.40555 5 2.078527 0.0462963 0.09429471 1 332 2.979388 5 1.678197 0.02604167 0.01506024 0.1791611 1
"598" "GO:0006573" "valine metabolic process" 0.000917556 0.09909604 1 10.09122 0.009259259 0.09438548 1 9 0.08076653 1 12.38137 0.005208333 0.1111111 0.07794127 1
"599" "GO:0006474" "N-terminal protein amino acid acetylation" 0.0009177342 0.0991153 1 10.08926 0.009259259 0.09440293 1 17 0.152559 1 6.554841 0.005208333 0.05882353 0.1421322 1
"600" "GO:0035405" "histone-threonine phosphorylation" 0.0009183559 0.09918244 1 10.08243 0.009259259 0.09446379 1 7 0.06281842 1 15.9189 0.005208333 0.1428571 0.06116062 1
"601" "GO:0032787" "monocarboxylic acid metabolic process" 0.02902528 3.13473 6 1.91404 0.05555556 0.09507678 1 457 4.101145 6 1.463006 0.03125 0.0131291 0.2286325 1
"602" "GO:0006839" "mitochondrial transport" 0.01002516 1.082718 3 2.770806 0.02777778 0.09520642 1 182 1.633279 3 1.836796 0.015625 0.01648352 0.2244205 1
"603" "GO:0071286" "cellular response to magnesium ion" 0.0009278534 0.1002082 1 9.979226 0.009259259 0.09539301 1 6 0.05384436 1 18.57205 0.005208333 0.1666667 0.05265672 1
"604" "GO:0051053" "negative regulation of DNA metabolic process" 0.01003648 1.083939 3 2.767682 0.02777778 0.09544831 1 127 1.139706 3 2.632259 0.015625 0.02362205 0.1063603 1
"605" "GO:0070472" "regulation of uterine smooth muscle contraction" 0.0009297122 0.1004089 1 9.959275 0.009259259 0.09557475 1 8 0.07179247 1 13.92904 0.005208333 0.125 0.06958858 1
"606" "GO:0015936" "coenzyme A metabolic process" 0.0009321223 0.1006692 1 9.933524 0.009259259 0.09581036 1 14 0.1256368 1 7.959449 0.005208333 0.07142857 0.1185989 1
"607" "GO:0034614" "cellular response to reactive oxygen species" 0.01006274 1.086776 3 2.760458 0.02777778 0.09601092 1 117 1.049965 3 2.857238 0.015625 0.02564103 0.08838176 1
"608" "GO:0051251" "positive regulation of lymphocyte activation" 0.02241319 2.420625 5 2.065582 0.0462963 0.09618592 1 238 2.135826 5 2.341015 0.02604167 0.0210084 0.0638106 1
"609" "GO:1904467" "regulation of tumor necrosis factor secretion" 0.0009365521 0.1011476 1 9.88654 0.009259259 0.09624324 1 18 0.1615331 1 6.190683 0.005208333 0.05555556 0.1498369 1
"610" "GO:0050870" "positive regulation of T cell activation" 0.01603713 1.73201 4 2.309456 0.03703704 0.09645777 1 168 1.507642 4 2.65315 0.02083333 0.02380952 0.06500878 1
"611" "GO:0010556" "regulation of macromolecule biosynthetic process" 0.3076121 33.22211 40 1.204017 0.3703704 0.09666453 1 3957 35.51035 41 1.154593 0.2135417 0.01036138 0.1750036 1
"612" "GO:0006508" "proteolysis" 0.08094875 8.742465 13 1.486995 0.1203704 0.09713421 1 1112 9.979154 14 1.402925 0.07291667 0.01258993 0.127147 1
"613" "GO:0034724" "DNA replication-independent nucleosome organization" 0.0009467249 0.1022463 1 9.780306 0.009259259 0.09723655 1 31 0.2781958 1 3.59459 0.005208333 0.03225806 0.2439507 1
"614" "GO:0043412" "macromolecule modification" 0.2208553 23.85237 30 1.257737 0.2777778 0.09730382 1 2847 25.54915 32 1.252488 0.1666667 0.0112399 0.1043686 1
"615" "GO:0044257" "cellular protein catabolic process" 0.03620283 3.909906 7 1.790324 0.06481481 0.09764829 1 520 4.666511 7 1.50005 0.03645833 0.01346154 0.1877935 1
"616" "GO:0071168" "protein localization to chromatin" 0.0009515913 0.1027719 1 9.730289 0.009259259 0.09771135 1 16 0.1435849 1 6.964518 0.005208333 0.0625 0.1343581 1
"617" "GO:0044090" "positive regulation of vacuole organization" 0.000956162 0.1032655 1 9.683777 0.009259259 0.09815706 1 18 0.1615331 1 6.190683 0.005208333 0.05555556 0.1498369 1
"618" "GO:0003306" "Wnt signaling pathway involved in heart development" 0.000957311 0.1033896 1 9.672154 0.009259259 0.09826907 1 5 0.0448703 1 22.28646 0.005208333 0.2 0.0440762 1
"619" "GO:0061572" "actin filament bundle organization" 0.004888275 0.5279337 2 3.788355 0.01851852 0.09842865 1 53 0.4756251 2 4.204992 0.01041667 0.03773585 0.08200485 1
"620" "GO:1903506" "regulation of nucleic acid-templated transcription" 0.2817082 30.42449 37 1.216126 0.3425926 0.09844269 1 3492 31.33742 38 1.212608 0.1979167 0.01088202 0.1149686 1
"621" "GO:0070295" "renal water absorption" 0.0009596324 0.1036403 1 9.648756 0.009259259 0.09849533 1 6 0.05384436 1 18.57205 0.005208333 0.1666667 0.05265672 1
"622" "GO:0016569" "covalent chromatin modification" 0.03629536 3.919899 7 1.78576 0.06481481 0.09863216 1 473 4.24473 7 1.649104 0.03645833 0.01479915 0.1344672 1
"623" "GO:0051289" "protein homotetramerization" 0.004905975 0.5298453 2 3.774686 0.01851852 0.09902396 1 69 0.6192101 2 3.229921 0.01041667 0.02898551 0.1274789 1
"624" "GO:0016575" "histone deacetylation" 0.004910419 0.5303252 2 3.771271 0.01851852 0.09917356 1 48 0.4307548 2 4.643012 0.01041667 0.04166667 0.06907806 1
"625" "GO:0048739" "cardiac muscle fiber development" 0.0009668946 0.1044246 1 9.576286 0.009259259 0.09920281 1 9 0.08076653 1 12.38137 0.005208333 0.1111111 0.07794127 1
"626" "GO:1905330" "regulation of morphogenesis of an epithelium" 0.01620358 1.749986 4 2.285732 0.03703704 0.09921526 1 110 0.9871465 4 4.052083 0.02083333 0.03636364 0.01736646 1
"627" "GO:0000305" "response to oxygen radical" 0.0009689467 0.1046462 1 9.556005 0.009259259 0.09940262 1 21 0.1884552 1 5.3063 0.005208333 0.04761905 0.1725403 1
"628" "GO:2001141" "regulation of RNA biosynthetic process" 0.2819484 30.45043 37 1.215089 0.3425926 0.09942942 1 3499 31.40023 38 1.210182 0.1979167 0.01086025 0.1174431 1
"629" "GO:0006072" "glycerol-3-phosphate metabolic process" 0.0009734097 0.1051283 1 9.512191 0.009259259 0.09983703 1 9 0.08076653 1 12.38137 0.005208333 0.1111111 0.07794127 1
"630" "GO:0051253" "negative regulation of RNA metabolic process" 0.1292845 13.96272 19 1.360766 0.1759259 0.09993417 1 1336 11.98934 19 1.584741 0.09895833 0.01422156 0.03172245 1
"631" "GO:0071157" "negative regulation of cell cycle arrest" 0.0009752609 0.1053282 1 9.494136 0.009259259 0.1000171 1 22 0.1974293 1 5.065104 0.005208333 0.04545455 0.1799733 1
"632" "GO:0002833" "positive regulation of response to biotic stimulus" 0.004939428 0.5334583 2 3.749122 0.01851852 0.1001519 1 49 0.4397289 2 4.548257 0.01041667 0.04081633 0.07160549 1
"633" "GO:0040007" "growth" 0.05840965 6.308242 10 1.585228 0.09259259 0.1003122 1 454 4.074223 10 2.454456 0.05208333 0.02202643 0.008113531 1
"634" "GO:0003097" "renal water transport" 0.0009796548 0.1058027 1 9.451553 0.009259259 0.1004445 1 7 0.06281842 1 15.9189 0.005208333 0.1428571 0.06116062 1
"635" "GO:0071901" "negative regulation of protein serine/threonine kinase activity" 0.0102746 1.109656 3 2.703539 0.02777778 0.1005983 1 115 1.032017 3 2.906929 0.015625 0.02608696 0.08495409 1
